"label","x","y","band1","band2","band3","band4","band5","band6","band7","band8"
"road2",646708.382939466,5887550.48139979,0.187162160873413,0.194319993257523,0.20148754119873,0.211140334606171,0.218097746372223,0.228287234902382,0.252838373184204,0.205184906721115
"road2",646657.026712891,5887534.34087144,0.184204742312431,0.189917922019958,0.189583465456963,0.223341062664986,0.194796696305275,0.25356987118721,0.228341907262802,0.246221885085106
"road2",646774.901480553,5887578.84960113,0.166037768125534,0.181742638349533,0.19046525657177,0.204362154006958,0.213903561234474,0.242787554860115,0.290895342826843,0.243432953953743
"road2",646796.422185022,5887514.77659465,0.186739683151245,0.198722064495087,0.210305377840996,0.227069050073624,0.237670615315437,0.261005908250809,0.299206644296646,0.244229793548584
"road2",646809.628071856,5887470.26786495,0.173220068216324,0.1754539757967,0.166216194629669,0.169454514980316,0.177087917923927,0.192222312092781,0.211281880736351,0.17171785235405
"road2",646826.746814047,5887405.21664462,0.173642545938492,0.171680763363838,0.169302448630333,0.166743248701096,0.177553936839104,0.187388867139816,0.218280866742134,0.174108356237411
"road2",646827.725027887,5887406.19485846,0.173642545938492,0.171680763363838,0.169302448630333,0.166743248701096,0.177553936839104,0.187388867139816,0.218280866742134,0.174108356237411
"road2",646827.725027887,5887406.19485846,0.173642545938492,0.171680763363838,0.169302448630333,0.166743248701096,0.177553936839104,0.187388867139816,0.218280866742134,0.174108356237411
"road2",646827.235920967,5887348.96934885,0.166460260748863,0.16287662088871,0.154753014445305,0.158609434962273,0.155650958418846,0.174747556447983,0.191597238183022,0.157773241400719
"road2",646823.812172529,5887317.66650598,0.173220068216324,0.168536424636841,0.156957477331161,0.156914889812469,0.160311162471771,0.172144934535027,0.193346977233887,0.156179577112198
"road2",646819.410210251,5887280.00527316,0.173220068216324,0.185515850782394,0.165334418416023,0.136580348014832,0.151922792196274,0.193709522485733,0.178911581635475,0.168132096529007
"road2",646812.073606454,5887252.12617874,0.184204742312431,0.192433387041092,0.196196839213371,0.213173791766167,0.221359893679619,0.240556746721268,0.273835331201553,0.22630101442337
"road2",646750.446134565,5887323.0466821,0.175332501530647,0.183629244565964,0.185615435242653,0.188094511628151,0.206913247704506,0.210440665483475,0.228341907262802,0.18526403605938
"road2",646741.153103089,5887384.67415399,0.172375082969666,0.169794172048569,0.167097985744476,0.168098881840706,0.171961680054665,0.178093791007996,0.202095717191696,0.162952661514282
"road2",646681.971165799,5887347.50202809,0.175754994153976,0.167907565832138,0.16753888130188,0.170810163021088,0.171961680054665,0.185158044099808,0.193346977233887,0.151796981692314
"road2",646628.169404625,5887317.17739906,0.17448753118515,0.168536424636841,0.16357085108757,0.1609817892313,0.164971366524696,0.171029523015022,0.183723375201225,0.14502389729023
"road2",646580.236926489,5887380.27219171,0.168572694063187,0.169794172048569,0.168861553072929,0.172843605279922,0.182680159807205,0.1810682117939,0.204720333218575,0.162554249167442
"road2",646642.842612218,5887417.44431761,0.16772772371769,0.171680763363838,0.16357085108757,0.173182517290115,0.183146178722382,0.176234766840935,0.201220840215683,0.166538417339325
"road2",646662.406889008,5887428.20466985,0.169840157032013,0.167907565832138,0.161807283759117,0.1647097915411,0.169631585478783,0.170285910367966,0.195971608161926,0.158171653747559
"road2",646701.535442589,5887452.66001584,0.171107620000839,0.167278692126274,0.16489352285862,0.169115617871284,0.173359751701355,0.176606565713882,0.19553416967392,0.15857008099556
"road2",646681.971165799,5887491.2994625,0.163080349564552,0.171051904559135,0.174593150615692,0.169793426990509,0.191068530082703,0.20003017783165,0.244089633226395,0.192435547709465
"grass",646921.14444956,5887311.30811603,0.122943997383118,0.108165174722672,0.0978779718279839,0.0779490768909454,0.0629128143191338,0.228287234902382,0.367009311914444,0.336264193058014
"grass",646954.403720104,5887594.99012949,0.123366482555866,0.0955878272652626,0.100964218378067,0.0681207180023193,0.0480001457035542,0.288147568702698,0.496053129434586,0.394034683704376
"grass",646983.75013529,5887716.28864559,0.119141601026058,0.096216693520546,0.0872965753078461,0.0623592622578144,0.0493982061743736,0.216389521956444,0.408128350973129,0.330686330795288
"grass",646999.401556722,5887790.63289739,0.122943997383118,0.0974744260311127,0.0961144119501114,0.0776101723313332,0.0657089352607727,0.212299689650536,0.364384710788727,0.284071534872055
"grass",646815.497354893,5887872.80285991,0.120409063994884,0.096216693520546,0.087737463414669,0.0671039894223213,0.0535923950374126,0.204491823911667,0.396755009889603,0.312359154224396
"grass",646725.501681657,5887837.58716169,0.125056430697441,0.098103292286396,0.0987597554922104,0.0701541677117348,0.0633788332343102,0.232005268335342,0.422126322984695,0.346623033285141
"grass",646721.588826299,5887892.3671367,0.119986578822136,0.0943300947546959,0.0987597554922104,0.064731627702713,0.0452040210366249,0.312686592340469,0.599288165569305,0.479694396257401
"grass",646613.985303952,5887847.36930008,0.120831556618214,0.0968455597758293,0.0872965753078461,0.0606647171080112,0.0512622892856598,0.20374821126461,0.444873034954071,0.331084758043289
"grass",647022.87868887,5887289.78741156,0.124211460351944,0.10250536352396,0.0930281654000282,0.0762545317411423,0.0643108710646629,0.195940345525742,0.333326697349548,0.280485779047012
"grass",647238.085733564,5887448.25805356,0.124211460351944,0.0993610322475433,0.10272778570652,0.0715098083019257,0.0554564781486988,0.27439084649086,0.520549595355988,0.39801886677742
"grass",646987.662990648,5887669.33438129,0.119986578822136,0.0993610322475433,0.0890601426362991,0.0630370825529099,0.0480001457035542,0.255057066679001,0.478993088006973,0.388456851243973
"grass",646870.277329906,5887710.41936255,0.119986578822136,0.0911857560276985,0.0895010307431221,0.0606647171080112,0.0447379983961582,0.252454459667206,0.489054143428802,0.392839431762695
"grass",646809.628071856,5887690.85508576,0.129281312227249,0.115082710981369,0.104491353034973,0.0877774432301521,0.091806098818779,0.221966579556465,0.377070367336273,0.301203459501266
"grass",646748.978813805,5887819.97931258,0.125056430697441,0.111309505999088,0.107577592134476,0.0857439860701561,0.0778254792094231,0.217504933476448,0.326327711343765,0.272119015455246
"grass",646905.493028128,5887898.23641974,0.12547892332077,0.105649702250957,0.100964218378067,0.073882170021534,0.0671069994568825,0.227543622255325,0.336826205253601,0.273314267396927
"grass",647302.647846972,5887827.80502329,0.121254041790962,0.09873216599226,0.107136704027653,0.0701541677117348,0.0489321872591972,0.311199367046356,0.611098945140839,0.501208961009979
"grass",646504.425353926,5887594.99012949,0.124211460351944,0.108794040977955,0.101846002042294,0.0884552597999573,0.0848157927393913,0.189619690179825,0.290457904338837,0.25259655714035
"grass",646602.735844798,5887595.96834332,0.125901415944099,0.105649702250957,0.103168673813343,0.086082898080349,0.0764274150133133,0.197055757045746,0.309267699718475,0.267338007688522
"grass",646696.644373391,5887685.47490964,0.122943997383118,0.0930723547935486,0.0996415391564369,0.0671039894223213,0.0480001457035542,0.238697722554207,0.427375584840775,0.350607216358185
"grass",646639.41886378,5887397.3909339,0.122943997383118,0.098103292286396,0.0974370837211609,0.0742210820317268,0.0568545386195183,0.221966579556465,0.40069192647934,0.327897429466248
"grass",646845.332876998,5887519.17855692,0.120409063994884,0.096216693520546,0.0961144119501114,0.0640538111329079,0.0489321872591972,0.262864947319031,0.539796769618988,0.424712836742401
"grass",646498.066963969,5887267.28849325,0.129281312227249,0.106907434761524,0.103609569370747,0.0938778072595596,0.0871458947658539,0.217876732349396,0.318453848361969,0.30678129196167
"grass",646476.05715258,5887950.57086015,0.123366482555866,0.0918146222829819,0.0793605223298073,0.0555810816586018,0.0424078963696957,0.208209857344627,0.475493609905243,0.39801886677742
"grass",646511.761957723,5887891.38892286,0.117874138057232,0.0999898985028267,0.085533007979393,0.0593090802431107,0.0452040210366249,0.227543622255325,0.415127336978912,0.354192972183228
"grass",646474.589831821,5887854.70590388,0.121676534414291,0.104391969740391,0.099200651049614,0.0769323483109474,0.0615147463977337,0.240184932947159,0.400254517793655,0.322319567203522
"grass",646616.430838551,5887974.0479923,0.120409063994884,0.0974744260311127,0.0899419263005257,0.0623592622578144,0.0484661646187305,0.220851168036461,0.420376598834991,0.34542778134346
"grass",646715.719543262,5887985.78655837,0.122521504759789,0.0999898985028267,0.0890601426362991,0.065748356282711,0.0512622892856598,0.203004613518715,0.37357085943222,0.311562299728394
"grass",646782.238084349,5887981.87370302,0.12209901958704,0.10250536352396,0.0969961881637573,0.0725265368819237,0.0605827048420906,0.207466244697571,0.352573901414871,0.290844619274139
"water",647102.84767025,5887271.81273225,0.119141601026058,0.0911857560276985,0.0674564391374588,0.0484639927744865,0.038679726421833,0.039782952517271,0.0336826182901859,0.0243034549057484
"water",647144.2994817,5887263.74246808,0.117874138057232,0.0937012210488319,0.0670155510306358,0.0488029010593891,0.038679726421833,0.0345777086913586,0.0319328717887402,0.0227097850292921
"water",647143.56582132,5887315.83235503,0.119564093649387,0.0918146222829819,0.0674564391374588,0.0501585379242897,0.0382137075066566,0.0330904945731163,0.0297456905245781,0.0227097850292921
"water",647138.797028853,5887355.08318534,0.117451652884483,0.0930723547935486,0.0670155510306358,0.0501585379242897,0.0396117679774761,0.0360649190843105,0.0319328717887402,0.0258971229195595
"water",647120.088689172,5887370.49005332,0.117029160261154,0.0911857560276985,0.0661337673664093,0.0498196296393871,0.0405438095331192,0.0375521332025528,0.0349949300289154,0.0262955408543348
"water",647121.922840121,5887323.53578902,0.119141601026058,0.098103292286396,0.0692200064659119,0.052530899643898,0.0410098321735859,0.0349495112895966,0.032807745039463,0.0223113670945168
"water",647106.515972149,5887300.42548706,0.119141601026058,0.096216693520546,0.0683382228016853,0.0501585379242897,0.0405438095331192,0.0371803306043148,0.0354323647916317,0.0219129510223866
"water",647157.505368534,5887287.95326061,0.117874138057232,0.0955878272652626,0.0687791183590889,0.0484639927744865,0.038679726421833,0.0349495112895966,0.0310580004006624,0.0235066190361977
"water",647127.058462779,5887245.40095859,0.119141601026058,0.0918146222829819,0.0652519837021828,0.048125084489584,0.0391457490622997,0.0438727885484695,0.0358698032796383,0.0251002889126539
"water",647127.792123158,5887288.3200908,0.117451652884483,0.0937012210488319,0.0683382228016853,0.0518530830740929,0.0405438095331192,0.0345777086913586,0.0301831271499395,0.0219129510223866
"water",647171.444915747,5887244.30046802,0.119986578822136,0.0930723547935486,0.0670155510306358,0.0494807213544846,0.0424078963696957,0.0353213138878345,0.0323703102767467,0.0219129510223866
"water",647146.867293029,5887333.44020414,0.119986578822136,0.0937012210488319,0.0683382228016853,0.0501585379242897,0.0396117679774761,0.0345777086913586,0.032807745039463,0.0235066190361977
"water",647168.143444038,5887293.08888326,0.119986578822136,0.0924434885382652,0.0661337673664093,0.0494807213544846,0.0405438095331192,0.0364367254078388,0.030620563775301,0.0227097850292921
"water",647158.239028913,5887361.31929857,0.119564093649387,0.09873216599226,0.0709835737943649,0.054564356803894,0.0424078963696957,0.0780786946415901,0.091424249112606,0.0749024525284767
"water",647099.913028732,5887330.87239282,0.118296630680561,0.0924434885382652,0.0678973346948624,0.0477861762046814,0.0400777906179428,0.0375521332025528,0.0358698032796383,0.0322717987000942
"water",647085.973481519,5887283.55129833,0.117029160261154,0.0937012210488319,0.0652519837021828,0.0450749024748802,0.0349515601992607,0.0423855781555176,0.0459308438003063,0.0270923748612404
"water",647093.310085315,5887269.97858131,0.121676534414291,0.0905568897724152,0.0749516040086746,0.0555810816586018,0.0396117679774761,0.0892327949404716,0.0818006470799446,0.0482084900140762
"water",647093.310085315,5887258.24001523,0.121254041790962,0.0911857560276985,0.0696609020233154,0.0484639927744865,0.0358836017549038,0.0661809891462326,0.0621160008013248,0.0398417264223099
"water",647119.721858982,5887239.16484536,0.122521504759789,0.0943300947546959,0.072306253015995,0.0467694476246834,0.0410098321735859,0.0442445948719978,0.0511800833046436,0.0525910817086697
"water",647158.239028913,5887227.79310948,0.120831556618214,0.0937012210488319,0.0665746554732323,0.0501585379242897,0.0414758510887623,0.0431291833519936,0.0433062240481377,0.0294828787446022
"water",647189.786425238,5887243.19997745,0.123788967728615,0.0974744260311127,0.072306253015995,0.0572756268084049,0.0466020815074444,0.0561423003673553,0.0529298298060894,0.0366543903946877
"water",647179.515179923,5887307.39526067,0.12547892332077,0.098103292286396,0.072306253015995,0.0698152631521225,0.0591846443712711,0.0951816439628601,0.106297098100185,0.104385331273079
"water",647165.942462899,5887335.64118528,0.119564093649387,0.0949589610099792,0.0709835737943649,0.054564356803894,0.0424078963696957,0.0446163974702358,0.0664903670549393,0.0398417264223099
"water",647145.03314208,5887346.27926079,0.117451652884483,0.0943300947546959,0.0661337673664093,0.0477861762046814,0.041941873729229,0.0327186919748783,0.0341200567781925,0.023905036970973
"water",647115.686726894,5887354.34952496,0.119141601026058,0.0924434885382652,0.0674564391374588,0.0504974462091923,0.0405438095331192,0.0364367254078388,0.0349949300289154,0.0266939587891102
"water",647123.75699107,5887265.57661903,0.117451652884483,0.0937012210488319,0.0656928718090057,0.0508363544940948,0.038679726421833,0.0360649190843105,0.030620563775301,0.0215145330876112
"water",647168.143444038,5887265.94344922,0.120409063994884,0.0937012210488319,0.0661337673664093,0.0488029010593891,0.0396117679774761,0.0349495112895966,0.030620563775301,0.0231082029640675
"water",647141.731670371,5887302.6264682,0.118296630680561,0.0918146222829819,0.0670155510306358,0.0511752665042877,0.0391457490622997,0.0334622971713543,0.0297456905245781,0.0231082029640675
"roof1",646732.532593628,5887295.84010969,0.132238730788231,0.127660050988197,0.110663838684559,0.211479246616364,0.25491338968277,0.308224946260452,0.295269727706909,0.215942159295082
"roof1",646756.009725777,5887460.18003473,0.149560734629631,0.129546657204628,0.109341159462929,0.156575977802277,0.192932620644569,0.229030832648277,0.222217798233032,0.190841883420944
"roof1",646767.748291851,5887336.19143057,0.136463612318039,0.118227049708366,0.0969961881637573,0.118279255926609,0.180350050330162,0.212671488523483,0.237528085708618,0.205583319067955
"roof1",646805.164971213,5887325.18652487,0.145758345723152,0.135835334658623,0.107577592134476,0.172504708170891,0.204583138227463,0.260262310504913,0.247589126229286,0.219129502773285
"roof1",646803.697650453,5887303.17671348,0.147025808691978,0.130804389715195,0.118599891662598,0.127090886235237,0.133747979998589,0.143887877464294,0.136042788624763,0.103190079331398
"roof1",646797.094707037,5887257.68976995,0.146180838346481,0.125144585967064,0.110663838684559,0.142002880573273,0.158447071909904,0.173260346055031,0.174974650144577,0.140242889523506
"roof1",646680.442706674,5887210.00184527,0.151250690221786,0.127660050988197,0.1216861307621,0.179960697889328,0.208777323365211,0.296327233314514,0.286958426237106,0.260166496038437
"roof1",646513.168140117,5887226.876034,0.129703804850578,0.107536308467388,0.0947917327284813,0.167082160711288,0.164971366524696,0.223825588822365,0.244964510202408,0.181279867887497
"roof1",646494.826630626,5887311.24697766,0.134351164102554,0.116340443491936,0.0947917327284813,0.169115617871284,0.197126805782318,0.224569201469421,0.225717291235924,0.174108356237411
"roof1",646484.555385311,5887333.25678905,0.131393760442734,0.115082710981369,0.0965553000569344,0.138952702283859,0.181282103061676,0.225312799215317,0.240590140223503,0.189646631479263
"roof1",646552.052140238,5887512.26992168,0.138998538255692,0.112567245960236,0.0903828144073486,0.130818888545036,0.156116977334023,0.195196732878685,0.197721347212791,0.162554249167442
"roof1",647289.380821774,5887521.80750662,0.144913375377655,0.12262912094593,0.0969961881637573,0.12878543138504,0.163107290863991,0.209697067737579,0.214343935251236,0.184467196464539
"roof1",647275.44127456,5887601.776488,0.150828197598457,0.136464193463326,0.126095056533813,0.210462510585785,0.259573608636856,0.286288559436798,0.29133278131485,0.22669942677021
"roof1",647136.045802429,5887657.53467685,0.160122931003571,0.154072478413582,0.176797598600388,0.253165066242218,0.29126301407814,0.258403301239014,0.317578971385956,0.249409213662148
"roof1",647023.062103965,5887526.20946889,0.125901415944099,0.108794040977955,0.0921463817358017,0.106417439877987,0.130485832691193,0.173260346055031,0.202533155679703,0.164147913455963
"roof1",647264.436368866,5887322.98554374,0.141955956816673,0.123257987201214,0.100523322820663,0.117940343916416,0.130019813776016,0.137567222118378,0.150478199124336,0.117134682834148
"roof1",647189.603010143,5887850.48735669,0.134351164102554,0.113824978470802,0.0903828144073486,0.119634889066219,0.133281961083412,0.146490499377251,0.147416144609451,0.111955255270004
"roof1",647194.7386328,5887885.70305492,0.165192797780037,0.147783815860748,0.137999132275581,0.171487972140312,0.183146178722382,0.17511935532093,0.170162841677666,0.123110942542553
"roof1",647152.186330781,5887923.85339466,0.158010497689247,0.145268335938454,0.123890593647957,0.145730882883072,0.148660644888878,0.142400667071342,0.13516791164875,0.102791659533978
"roof1",647045.071915354,5887878.36645112,0.147870779037476,0.130175530910492,0.112427406013012,0.165048703551292,0.18734036386013,0.209697067737579,0.213469073176384,0.160960584878922
"roof1",647042.870934215,5887828.47754531,0.144490882754326,0.133319869637489,0.105814024806023,0.181316331028938,0.239534705877304,0.281826913356781,0.28520867228508,0.218731090426445
"roof1",646581.398555423,5887583.43497851,0.133506193757057,0.121371388435364,0.106254920363426,0.213851600885391,0.217631727457047,0.267698377370834,0.230529099702835,0.197216555476189
"roof1",646505.097875941,5887374.34177031,0.1432234197855,0.119484782218933,0.0969961881637573,0.135563611984253,0.162175238132477,0.194824934005737,0.206907525658607,0.162952661514282
"roof1",646731.798933249,5887434.50192144,0.152095660567284,0.138350799679756,0.112427406013012,0.144714161753654,0.158913105726242,0.193709522485733,0.194659292697906,0.1589684933424
"roof1",646764.079989953,5887393.41694018,0.128436341881752,0.10061876475811,0.0775969550013542,0.0765934437513351,0.0703691467642784,0.0758478716015816,0.0800509005784988,0.0585673414170742
"roof1",646681.176367054,5887546.01829914,0.149138242006302,0.150928139686584,0.165334418416023,0.175215974450111,0.238136634230614,0.281826913356781,0.283021479845047,0.248213961720467
"roof1",646901.274480945,5887801.33211126,0.151250690221786,0.134577602148056,0.119040779769421,0.154203608632088,0.184078216552734,0.231261655688286,0.240590140223503,0.192037135362625
"roof1",647149.251689263,5887891.57233795,0.153785616159439,0.134577602148056,0.119481675326824,0.151153430342674,0.154252886772156,0.155413776636124,0.15004076063633,0.109564751386642
"roof1",647152.919991161,5887878.36645112,0.164347812533379,0.150928139686584,0.133149310946465,0.156575977802277,0.160311162471771,0.155785590410233,0.153977692127228,0.107174247503281
"roof1",647276.17493494,5887686.88109204,0.138576045632362,0.114453844726086,0.0969961881637573,0.165048703551292,0.223689988255501,0.279596090316772,0.280834317207336,0.217137411236763
"roof2",647198.406934698,5887926.0543758,0.154208108782768,0.13897967338562,0.111545622348785,0.100994892418385,0.101592540740967,0.105592139065266,0.10454735159874,0.0832692086696625
"roof2",647254.165123551,5887534.27973307,0.1432234197855,0.127660050988197,0.0961144119501114,0.0847272574901581,0.0815536454319954,0.0843993499875069,0.0896745100617409,0.0685277730226517
"roof2",647253.431463171,5887507.8679594,0.144490882754326,0.123886853456497,0.0974370837211609,0.0898108929395676,0.080621600151062,0.0847711563110352,0.0870498865842819,0.0717151090502739
"roof2",647160.990255337,5887562.89248788,0.13266122341156,0.107536308467388,0.0820058733224869,0.0671039894223213,0.0661749541759491,0.0702708289027214,0.0818006470799446,0.0657388493418694
"roof2",647169.060519513,5887670.0069033,0.13266122341156,0.110680639743805,0.0828876569867134,0.0708319917321205,0.0671069994568825,0.0736170560121536,0.0800509005784988,0.0661372691392899
"roof2",647138.246783568,5887681.74546938,0.131393760442734,0.106907434761524,0.0811240896582603,0.0650705322623253,0.0610487274825573,0.0628347620368004,0.0730519145727158,0.0577705055475235
"roof2",647102.297424966,5887713.2928657,0.133506193757057,0.110680639743805,0.0833285450935364,0.0718487128615379,0.0647768974304199,0.0788222998380661,0.0853001400828362,0.0737072005867958
"roof2",646516.836442015,5887551.88758218,0.132238730788231,0.111938372254372,0.0798014104366302,0.0640538111329079,0.054058413952589,0.0553986914455891,0.0603662542998791,0.0521926656365395
"roof2",646518.303762774,5887539.41535573,0.147448301315308,0.130804389715195,0.108018487691879,0.0901498049497604,0.0792235359549522,0.0751042664051056,0.0927365645766258,0.0784882009029388
"roof2",646475.017800375,5887728.69973367,0.131816238164902,0.115711577236652,0.0820058733224869,0.0576145350933075,0.0559224970638752,0.0505652502179146,0.061241127550602,0.0502005778253078
"roof2",646786.823461722,5887467.51663852,0.138576045632362,0.115082710981369,0.0956735163927078,0.0823548957705498,0.0820196643471718,0.0858865678310394,0.0927365645766258,0.0709182769060135
"roof2",646561.589725173,5887312.71429842,0.16730523109436,0.139608532190323,0.108459375798702,0.103367254137993,0.108582854270935,0.100758694112301,0.13516791164875,0.0880502164363861
"roof2",646475.017800375,5887358.93490234,0.144913375377655,0.132062122225761,0.113750077784061,0.100655987858772,0.108582854270935,0.116374433040619,0.153977692127228,0.135860294103622
